id,text,tweet_url,n_prob_bin,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista/machista/LGBTfóbico?
(1=sim, 0=não)"
1560598499774943233,"@GMonteiroRJ O Gabriel monteiro n pode comer uma puta de 17 anos
Mas o caetano leproso pode estuprar uma de 13
Blz",https://www.twitter.com/jewmasom/status/1560598499774943233,280,,,
1561161394896211968,"@camara_sette Monta uma liga só pra vc e seu timinho de merd@ ai do estadinho di queijo 🧀 🙃😅
Essas galinhas já eram,só ganham na trapaça, vai nem pra liberta,kkkk🙃😁😆😅🤣😂",https://www.twitter.com/Keid81362012/status/1561161394896211968,280,,,
1566967102124265474,@AriadnaArantes @geraldoalckmin Até parece e6uma iludida mesmo kkkk,https://www.twitter.com/23Rosangela/status/1566967102124265474,2027,,,
1564048743510556672,@PabloAiresRN o cara já se afirmando como planta kkkkk,https://www.twitter.com/donutsfoundati1/status/1564048743510556672,3525,,,
1565867938229501953,@beatrizcaminha @JanjaLula Kkkkkkk. Chupa cana,https://www.twitter.com/Andlima54/status/1565867938229501953,904,,,
1569380773928603648,@taliriapetrone um BANDO de vá vag4bundos,https://www.twitter.com/Paulo_Esper1/status/1569380773928603648,396,,,
1565422594366521346,@reportersalles @SigaGazetaBR País de bosta,https://www.twitter.com/DanielORosario/status/1565422594366521346,566,,,
1562254553394864128,@DaianeMels @lelispatricia Cala a boca aí namoral,https://www.twitter.com/Alicia_GAndrade/status/1562254553394864128,2027,,,
1568295253500915712,@TandaraCaixeta saia da… caixeta!,https://www.twitter.com/novaclasseCe/status/1568295253500915712,2027,,,
1571905468691275776,@FernandoHoliday Burro e mal carater,https://www.twitter.com/kikabortolheiro/status/1571905468691275776,661,,,
1560347260982099969,@jfernandaBrasil É do bando doa pelegos dos lulistas estes dois,https://www.twitter.com/aluisferreira/status/1560347260982099969,904,,,
1566792275409117184,@Eunicio teu merda,https://www.twitter.com/rafaeuuuuuuuuu/status/1566792275409117184,396,,,
1565091791791132672,"@deregomesrio Os ciristas nos comentários ""vcs não entenderam!!! pobre é burro mesmo!!!""",https://www.twitter.com/Vmlzz/status/1565091791791132672,3525,,,
1564066669177327616,"@Marilacerdapt Pq o PT não lançou a Luizianne hein? O PDT fez bem em chutar vcs, moralistas de goela igual ao bolsonaristas.",https://www.twitter.com/FelipePolones/status/1564066669177327616,1289,,,
1565676213699547138,"@taliriapetrone Além de feia , é mentirosa",https://www.twitter.com/OTOPATAMAR2021/status/1565676213699547138,396,,,
1564930050755104768,@Eunicio Eeeeeee gata,https://www.twitter.com/Ialys/status/1564930050755104768,566,,,
1574941849630179328,@danimontpsol Hipócritas,https://www.twitter.com/MariaCarvalhoA7/status/1574941849630179328,2027,,,
1564625070550663168,@andremarianors KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,https://www.twitter.com/JosAlfredoDeTo1/status/1564625070550663168,8109,,,
1576521074514087937,@jfernandaBrasil @thesouzagabs Se manca.,https://www.twitter.com/luttyshimanutri/status/1576521074514087937,1289,,,
1566813067769393152,@Eunicio E a fazenda que você roubou seu pilantra,https://www.twitter.com/Lecinho86506060/status/1566813067769393152,396,,,
1567901322158153728,@pauloeneas Vcs são todos nojentos. E se fosse sua filha? E se um homem beijasse vocês? Iriam ser tão condescendentes assim? Respeitem o outro ser humano.,https://www.twitter.com/campos_lila00/status/1567901322158153728,3525,,,
1566595983114379264,@camara_sette @rubensmenin Vai se fuder porra. Vc é um dos responsáveis pelo galo está nesta enorme crise financeira.,https://www.twitter.com/OliveiraChris95/status/1566595983114379264,661,,,
1566899641794416641,"@fabiofelixdf Inseticida, o cara da camisa Gucci que falou que a burguesia fede para um público que pagou mil reais num ingresso e trinta contos num pão com salsicha kkkkk ahhhhh, como deve ser bom ser burguês.... Pena que fede mesmo kkkkkk fede a hipocrisia",https://www.twitter.com/agapefpim/status/1566899641794416641,566,,,
1564097929325027334,"@juliarochasim ""Privatiza tudo!"" Não surpreende que merda tenha fixação por privada.",https://www.twitter.com/doscheid/status/1564097929325027334,3525,,,
1571292125907517440,"@Izalourenca Só quero saber se acharam o cara e deram uma camassada de pau nele? Pq NADA justifica o que ele fez. Garanto que se fosse um cara de 2m de altura lavando a calçada, ele iria passar quietinho do lado. Pra quem defender ele, pensem se fosse a mãe de vocês lavando a calçada.",https://www.twitter.com/jeysonfgm5/status/1571292125907517440,8109,,,
1564716912935948296,"@tiriricanaweb E ainda, por cima, seguindo a linha da Onça Trhonic está sendo misógino com a intérprete de libras.",https://www.twitter.com/Roniedp/status/1564716912935948296,661,,,
1567679929168306178,"@fabiofelixdf O Brasil teve um superávit nas contas públicas de R$19,3bi. Maior índice em 11 anos. E outra, inflação boa é a de 71% e 62% da Argentina e Venezuela? São regimes apoiados pelo opositor ex-presidiário. Vá se olhar no espelho, você que defende o indefensável.",https://www.twitter.com/rodrigokrfarias/status/1567679929168306178,66786,,,
1560516775325868032,"@GMonteiroRJ Tchau, escória.",https://www.twitter.com/markosvice/status/1560516775325868032,1289,,,
1561798653832007683,@guimaraes13PT @LulaOficial SP Parou de acreditar nessas besteiras que o molusco fala,https://www.twitter.com/PauloMa06686520/status/1561798653832007683,904,,,
1565805907665117184,@MonicaFPsol Lula LADRÃO criminoso desgraçado de merda,https://www.twitter.com/raoni_dev/status/1565805907665117184,280,,,
1572973432001929217,"@ArthurLira_ Alagoas parem de votar nessa gente lixo, bora sair desse mapa da fome olhar para os mais pobre . Falem uns para os outros quem é o Lira abram os olhos do seus conterrâneos",https://www.twitter.com/laura_ramira/status/1572973432001929217,2027,,,
1571704787930062849,"@GabrielRBCO Tudo bitolado, um gado ridículo fundamentalista religioso falso moralista do caralho! Tem mais é que se foder mesmo nessa merda de estado! Puta que pariu!",https://www.twitter.com/_yokoono/status/1571704787930062849,280,,,
1569850739933184000,@FernandoHoliday Mas vc não conta pq vc é idiota,https://www.twitter.com/Baslio51932897/status/1569850739933184000,904,,,
1575232084943466496,"Colinha de voto no RJ

Ali faltou, mas pra Dep. Estadual é @BennyBriolly ✊🏾 https://t.co/DWQQLjIQSJ",https://www.twitter.com/ovi_cente/status/1575232084943466496,66786,,,
1572533150378754050,@TenNascimento Kkkkkkk.... O inferno está cheio desse tipinho.... Kkkkkkk,https://www.twitter.com/jrvicenteTN/status/1572533150378754050,1289,,,
1575110328387411969,@perpetua_acre Só vagabundos da Rouanet,https://www.twitter.com/ChicoConta2/status/1575110328387411969,1289,,,
1566553690055626754,@guimaraes13PT Fala cuecão !,https://www.twitter.com/MarcosandreLef/status/1566553690055626754,661,,,
1574946989376438275,"@caroldartora13 Covarde e bundão como todo bolsonarista
Não teve nem coragem de olhar na cara dos homens que o questionaram, só respondeu e questionou a menina
Frouxo igual o mito dele",https://www.twitter.com/confiraotroco/status/1574946989376438275,280,,,
1561854362049298434,@andreiadejesuus Sai dae esquerdona vai lá lamber o saco inrrugado do seu bandido favorito bolsonaro 22,https://www.twitter.com/Froidbr/status/1561854362049298434,280,,,
1574952694204092416,@LeoSuricate Derde os cuêro,https://www.twitter.com/tacagota/status/1574952694204092416,280,,,
1564379236017881089,@PabloAiresRN @MadSancosta Tu deve ser é doido,https://www.twitter.com/JhonConce/status/1564379236017881089,566,,,
1572930313881522178,"@dudahidalgo13 me segue, dudinha?",https://www.twitter.com/cawroIina/status/1572930313881522178,8109,,,
1566800462300471296,@MonicaFPsol @pastorhenriquev Tá bom bando de cascateiros,https://www.twitter.com/ricardo_solano/status/1566800462300471296,396,,,
1571677662392815616,"@castelllovini @RobeyonceLima As minhas candidatas são as mais lindas viu, pqp. ❤️❤️",https://www.twitter.com/diazofglory/status/1571677662392815616,8109,,,
1565319957994520576,"@CamargoDireita Ué, mas agora vc é preto do Brasil?",https://www.twitter.com/lobisomemdeoz/status/1565319957994520576,3525,,,
1564629107136151552,"@orlandosilva Tchutchuca não surra ninguém  o yotuber chamou ele de vagabundo só deu chilique fala  grosso com mulheres, o Minto  chama o Lula de presidiário é aplaudido por Daniel Silveira ex presidiário. Pode Arnaldo?",https://www.twitter.com/malon82161426/status/1564629107136151552,904,,,
1567960921137627136,@southaferreira mais uma colonialista de merda morrendo de velha,https://www.twitter.com/geogael_/status/1567960921137627136,280,,,
1575220851527458817,@taliriapetrone Tá fuldida,https://www.twitter.com/berg_rj/status/1575220851527458817,396,,,
1573063469993234435,@ArthurLira_ Quem tá manipulando informação é a mesma corja lixosa e fascista dos últimos 4 anos,https://www.twitter.com/camilamyself/status/1573063469993234435,2027,,,
1576203268384260096,@matheuspggomes Maldito canalha,https://www.twitter.com/natklose/status/1576203268384260096,280,,,
1569868044247121922,@juliarochasim quero saber o diagnóstico aaaa,https://www.twitter.com/iptsxx/status/1569868044247121922,8109,,,
1562070510162382848,"@taliriapetrone A Sra vive numa realidade paralela só pode, como é de seu costume gritar e tentar intimidar os outros, usa a sua condição de mulher para afrontar mas não gosta de ser afrontada.",https://www.twitter.com/edusouza131/status/1562070510162382848,1289,,,
1568657528820740097,"@MonicaFPsol @GuilhermeBoulos Obrigada pela força, companheira! 
Seguimos fortes na luta contra todo esse ódio. A luta é pra valer! ✊🏾",https://www.twitter.com/EdianeMariaMTST/status/1568657528820740097,66786,,,
1561002983596384257,@lidicedamata @LulaOficial Louca!,https://www.twitter.com/paulinhaegito/status/1561002983596384257,1289,,,
1564718062342995974,"@tiriricanaweb Vai pra casa, vagabundo.",https://www.twitter.com/AlexAraujoJPA/status/1564718062342995974,396,,,
